ID,Type,Node OK,Link OK,Arg Mismatch,Pred Tasks,Gold Tasks,Error Summary
11297201,dag,✗,✗,3,text translator -> keyword extractor -> url extractor -> video downloader -> text translator -> text-to-audio,text translator -> url extractor -> video downloader -> text-to-audio,node_mismatch; link_mismatch; arg_mismatch(3)
66201518,dag,✗,✗,3,video-to-audio -> audio-to-text -> text-to-video -> text-to-audio,video-to-text -> text-to-video -> text-to-audio,node_mismatch; link_mismatch; arg_mismatch(3)
65661231,chain,✓,✓,1,video synchronization -> video speed changer -> video voiceover -> video-to-image,video synchronization -> video speed changer -> video voiceover -> video-to-image,arg_mismatch(1)
24480669,dag,✗,✗,3,text search -> text downloader -> audio noise reduction -> voice changer,text search -> audio noise reduction -> voice changer,node_mismatch; link_mismatch; arg_mismatch(3)
20966046,chain,✗,✗,2,text downloader -> text summarizer -> text-to-audio,text downloader -> text summarizer -> text simplifier -> text translator -> text to speech converter,node_mismatch; link_mismatch; arg_mismatch(2)
19123574,chain,✗,✗,0,audio-to-image -> image style transfer -> image-to-video,audio-to-image -> image style transfer -> create slideshow,node_mismatch; link_mismatch
20139501,chain,✗,✗,1,image downloader -> image search (by image) -> image style transfer,image downloader -> image similarity finder -> image colorizer,node_mismatch; link_mismatch; arg_mismatch(1)
28558814,chain,✗,✗,2,video-to-audio -> audio-to-text -> text summarizer,video-to-text -> text summarizer,node_mismatch; link_mismatch; arg_mismatch(2)
49015895,chain,✓,✓,2,video synchronization -> video-to-image -> image-to-text -> text summarizer -> text expander -> article spinner -> voice changer -> audio-to-image,video synchronization -> video-to-image -> image-to-text -> text summarizer -> text expander -> article spinner -> voice changer -> audio-to-image,arg_mismatch(2)
66706247,dag,✗,✗,1,text paraphraser -> url extractor,article spinner -> url extractor,node_mismatch; link_mismatch; arg_mismatch(1)
95118595,single,✓,✓,1,image downloader,image downloader,arg_mismatch(1)
50679368,chain,✓,✓,1,topic generator -> text grammar checker -> video search,topic generator -> text grammar checker -> video search,arg_mismatch(1)
23919197,chain,✗,✗,0,text summarizer -> text translator -> article spinner -> text-to-image,text summarizer -> text translator -> article spinner -> text-to-image generator,node_mismatch; link_mismatch
12665433,dag,✓,✗,1,audio splicer -> video stabilizer -> video synchronization,audio splicer -> video stabilizer -> video synchronization,link_mismatch; arg_mismatch(1)
71887640,chain,✗,✗,2,image style transfer -> image-to-text -> text search,image style transfer -> image-to-text -> keyword extractor -> text search -> text translator,node_mismatch; link_mismatch; arg_mismatch(2)
21596896,chain,✗,✗,3,url extractor -> image style transfer -> image search (by image),url extractor -> image downloader -> image style transfer -> image search (by image),node_mismatch; link_mismatch; arg_mismatch(3)
27069080,chain,✓,✓,1,text-to-image -> image-to-text -> text summarizer,text-to-image -> image-to-text -> text summarizer,arg_mismatch(1)
14929277,single,✓,✓,1,text expander,text expander,arg_mismatch(1)
12750373,chain,✓,✗,3,video voiceover -> video synchronization -> video-to-audio -> audio effects,video voiceover -> video synchronization -> video-to-audio -> audio effects,link_mismatch; arg_mismatch(3)
21815491,dag,✗,✗,3,video-to-audio -> audio-to-text -> keyword extractor -> text paraphraser,video-to-text -> keyword extractor -> text paraphraser,node_mismatch; link_mismatch; arg_mismatch(3)
13802658,chain,✗,✗,3,text expander -> video speed changer -> video-to-audio,topic generator -> text expander -> video speed changer -> video-to-audio,node_mismatch; link_mismatch; arg_mismatch(3)
30008478,chain,✗,✗,1,text simplifier -> image search,text simplifier -> text paraphraser -> topic generator -> url extractor -> image downloader,node_mismatch; link_mismatch; arg_mismatch(1)
32638841,dag,✗,✗,3,video-to-audio -> audio-to-text -> text sentiment analysis -> url extractor,video-to-text -> text expander -> text sentiment analysis -> url extractor,node_mismatch; link_mismatch; arg_mismatch(3)
29514801,chain,✗,✗,2,url extractor -> audio downloader,text grammar checker -> url extractor -> audio downloader,node_mismatch; link_mismatch; arg_mismatch(2)
28792096,chain,✗,✗,1,keyword extractor -> audio-to-image,keyword extractor -> text-to-audio -> audio-to-image,node_mismatch; link_mismatch; arg_mismatch(1)
13116059,chain,✗,✗,2,text translator -> text-to-image,text simplifier -> text translator -> text-to-image,node_mismatch; link_mismatch; arg_mismatch(2)
27867475,chain,✗,✗,2,image downloader -> image style transfer -> image-to-text -> text simplifier,image downloader -> image style transfer -> image-to-text -> text simplifier -> text summarizer,node_mismatch; link_mismatch; arg_mismatch(2)
15761597,dag,✗,✓,2,video stabilizer -> audio downloader -> video synchronization,audio downloader -> video stabilizer -> video synchronization,node_mismatch; arg_mismatch(2)
16474595,chain,✓,✓,1,text-to-audio -> audio effects -> audio-to-image,text-to-audio -> audio effects -> audio-to-image,arg_mismatch(1)
10141415,chain,✗,✗,2,image-to-text -> text-to-audio -> audio-to-image,image-to-text -> text-to-audio -> audio effects -> audio-to-image,node_mismatch; link_mismatch; arg_mismatch(2)
82669323,chain,✗,✗,3,text search -> text-to-audio,text search -> text-to-audio -> voice changer,node_mismatch; link_mismatch; arg_mismatch(3)
27918285,chain,✗,✗,5,video voiceover -> video-to-audio -> audio-to-image -> image stitcher -> image-to-text,audio-to-image -> image stitcher -> image-to-text -> video voiceover -> video-to-audio,node_mismatch; link_mismatch; arg_mismatch(5)
25953444,single,✗,✗,2,audio splicer -> audio-to-file,audio splicer,node_mismatch; link_mismatch; arg_mismatch(2)
11582504,chain,✗,✗,0,audio-to-image -> image style transfer -> image search,audio-to-image -> image style transfer -> image search (by image),node_mismatch; link_mismatch
29617317,single,✗,✗,2,text-to-audio -> audio splicer,text-to-audio,node_mismatch; link_mismatch; arg_mismatch(2)
95721268,chain,✓,✓,1,audio noise reduction -> audio effects -> audio splicer,audio noise reduction -> audio effects -> audio splicer,arg_mismatch(1)
37405663,chain,✗,✗,2,text translator -> text expander -> video voiceover,text translator -> article spinner -> text expander -> video voiceover,node_mismatch; link_mismatch; arg_mismatch(2)
59855945,dag,✗,✗,3,text summarizer -> text-to-audio -> audio noise reduction,audio noise reduction -> text summarizer -> text-to-speech converter,node_mismatch; link_mismatch; arg_mismatch(3)
28142769,single,✓,✓,1,text translator,text translator,arg_mismatch(1)
33725564,chain,✓,✓,3,text search -> text paraphraser -> video voiceover -> video synchronization -> video speed changer -> video stabilizer,text search -> text paraphraser -> video voiceover -> video synchronization -> video speed changer -> video stabilizer,arg_mismatch(3)
30699367,dag,✗,✗,0,text expander -> text simplifier -> text-to-image -> image search,text expander -> text simplifier -> image search -> text-to-image,node_mismatch; link_mismatch
18316934,chain,✓,✓,1,article spinner -> text-to-video -> video synchronization,article spinner -> text-to-video -> video synchronization,arg_mismatch(1)
20183863,single,✓,✓,1,video voiceover,video voiceover,arg_mismatch(1)
31349807,dag,✗,✗,5,url extractor -> image downloader -> image style transfer -> image stitcher,text summarizer -> url extractor -> image downloader -> image downloader -> image style transfer -> image stitcher,node_mismatch; link_mismatch; arg_mismatch(5)
75189780,chain,✓,✗,6,video-to-text -> text-to-image -> image-to-text -> text paraphraser -> keyword extractor -> video search -> video-to-image,video-to-text -> text-to-image -> image-to-text -> text paraphraser -> keyword extractor -> video search -> video-to-image,link_mismatch; arg_mismatch(6)
17254908,chain,✓,✗,3,article spinner -> text search -> video search,article spinner -> text search -> video search,link_mismatch; arg_mismatch(3)
17449623,chain,✗,✗,2,video-to-audio -> audio-to-image -> image-to-text,video-to-audio -> audio-to-text -> text-to-image -> image-to-text,node_mismatch; link_mismatch; arg_mismatch(2)
15996831,chain,✗,✗,2,topic generator -> text summarizer -> text sentiment analysis -> text paraphraser,topic generator -> text summarizer -> text sentiment analysis -> article spinner,node_mismatch; link_mismatch; arg_mismatch(2)
18032535,chain,✗,✗,3,audio noise reduction -> image-to-video -> audio-to-image -> image stitcher,audio noise reduction -> audio-to-image -> image stitcher -> image-to-video,node_mismatch; link_mismatch; arg_mismatch(3)
21367327,dag,✗,✗,3,image search -> image-to-video,text-to-image -> image search (by image) -> image search (by image) -> image-to-video,node_mismatch; link_mismatch; arg_mismatch(3)
20323700,chain,✗,✗,1,audio-to-text -> text summarizer,audio-to-text -> keyword extractor -> topic generator -> sentence summarizer -> text-to-audio,node_mismatch; link_mismatch; arg_mismatch(1)
27135772,chain,✓,✓,2,video speed changer -> video stabilizer -> video synchronization -> video-to-image,video speed changer -> video stabilizer -> video synchronization -> video-to-image,arg_mismatch(2)
54073739,chain,✓,✗,1,image-to-text -> text paraphraser -> text sentiment analysis -> video search,image-to-text -> text paraphraser -> text sentiment analysis -> video search,link_mismatch; arg_mismatch(1)
18788834,dag,✗,✗,4,video-to-image -> image stitcher -> video-to-audio -> audio-to-text -> video speed changer,video-to-text -> video-to-image -> image stitcher -> video speed changer,node_mismatch; link_mismatch; arg_mismatch(4)
17863813,chain,✗,✗,2,text-to-video -> video synchronization,text expander -> text-to-video -> video-to-audio -> audio splicer,node_mismatch; link_mismatch; arg_mismatch(2)
23257862,dag,✗,✗,0,text downloader -> text-to-image -> text-to-audio,text downloader -> text-to-audio -> text-to-image,node_mismatch; link_mismatch
47706809,single,✗,✗,2,text-to-image -> image downloader,text-to-image,node_mismatch; link_mismatch; arg_mismatch(2)
18284019,dag,✗,✗,1,image-to-video -> video-to-audio -> video stabilizer,image-to-video -> video stabilizer -> video-to-audio,node_mismatch; link_mismatch; arg_mismatch(1)
31969085,chain,✗,✗,3,audio downloader -> audio-to-image -> image stitcher -> image search (by image),audio downloader -> audio-to-image -> image colorizer -> image stitcher -> image search (by image),node_mismatch; link_mismatch; arg_mismatch(3)
12280451,chain,✗,✗,3,image-to-video -> video-to-audio -> audio-to-image,audio-to-image -> image-to-video -> video-to-audio,node_mismatch; link_mismatch; arg_mismatch(3)
98091767,dag,✗,✗,4,video downloader -> video voiceover -> video-to-text,text-to-audio -> video downloader -> video synchronization -> video-to-text,node_mismatch; link_mismatch; arg_mismatch(4)
32890952,chain,✗,✗,1,topic generator -> text search,topic generator -> keyword extractor -> text paraphraser -> text expander -> url extractor,node_mismatch; link_mismatch; arg_mismatch(1)
32537004,chain,✓,✓,1,audio splicer -> audio effects -> audio-to-text -> text-to-audio,audio splicer -> audio effects -> audio-to-text -> text-to-audio,arg_mismatch(1)
95569990,chain,✗,✗,5,video-to-audio -> audio-to-text -> text sentiment analysis -> text-to-video -> video stabilizer -> video-to-audio,video-to-text -> text sentiment analysis -> text-to-video -> video stabilizer -> video-to-audio,node_mismatch; link_mismatch; arg_mismatch(5)
44931347,single,✓,✓,1,video-to-image,video-to-image,arg_mismatch(1)
27412468,dag,✗,✗,4,text-to-image -> audio-to-image -> image-to-video,text grammar checker -> text-to-image -> audio-to-image -> image-to-video,node_mismatch; link_mismatch; arg_mismatch(4)
57973781,dag,✗,✗,0,topic generator -> text search -> video search,topic generator -> url extractor -> video search,node_mismatch; link_mismatch
24204963,chain,✗,✗,1,audio-to-text -> video search,audio-to-text -> topic generator -> url extractor -> video downloader,node_mismatch; link_mismatch; arg_mismatch(1)
48318288,dag,✗,✗,3,audio downloader -> audio effects,url extractor -> audio downloader -> text translator -> audio effects,node_mismatch; link_mismatch; arg_mismatch(3)
15463438,single,✗,✓,0,text paraphraser,article spinner,node_mismatch
26105740,dag,✓,✗,4,text sentiment analysis -> text paraphraser -> url extractor -> text-to-video,text sentiment analysis -> text paraphraser -> url extractor -> text-to-video,link_mismatch; arg_mismatch(4)
33753456,chain,✓,✗,2,text downloader -> text translator -> text-to-image,text downloader -> text translator -> text-to-image,link_mismatch; arg_mismatch(2)
29550855,chain,✗,✗,5,video-to-audio -> audio-to-text -> text grammar checker -> text search -> url extractor -> video downloader,video-to-text -> text grammar checker -> text search -> url extractor -> video downloader,node_mismatch; link_mismatch; arg_mismatch(5)
34001341,dag,✗,✗,3,image-to-video -> video synchronization -> video speed changer,image-to-video -> speech-to-text -> video speed changer -> video synchronization,node_mismatch; link_mismatch; arg_mismatch(3)
10475658,single,✗,✗,1,video-to-audio -> audio-to-text,video-to-text,node_mismatch; link_mismatch; arg_mismatch(1)
26359501,chain,✗,✗,3,video-to-audio -> audio-to-text -> text translator -> keyword extractor,video downloader -> video-to-text -> keyword extractor -> text translator,node_mismatch; link_mismatch; arg_mismatch(3)
98957541,single,✓,✓,1,video speed changer,video speed changer,arg_mismatch(1)
11974153,chain,✗,✗,4,video-to-image -> image style transfer -> image colorizer -> image stitcher,image colorizer -> image stitcher -> image style transfer -> video-to-image,node_mismatch; link_mismatch; arg_mismatch(4)
33846084,dag,✗,✗,3,text summarizer -> text-to-audio -> video synchronization,text summarizer -> topic generator -> text expander -> video voiceover,node_mismatch; link_mismatch; arg_mismatch(3)
29995389,chain,✗,✗,4,image-to-video -> video-to-audio -> audio-to-text -> text grammar checker -> video speed changer -> video stabilizer,image-to-video -> video-to-text -> text grammar checker -> video speed changer -> video stabilizer,node_mismatch; link_mismatch; arg_mismatch(4)
14983504,chain,✗,✗,4,image colorizer -> image colorizer -> image stitcher -> image colorizer -> image-to-video,image stitcher -> image colorizer -> image-to-video,node_mismatch; link_mismatch; arg_mismatch(4)
90598608,chain,✓,✓,1,audio effects -> audio-to-text -> text sentiment analysis -> text-to-audio,audio effects -> audio-to-text -> text sentiment analysis -> text-to-audio,arg_mismatch(1)
12781222,chain,✗,✗,2,text paraphraser -> image search,text sentiment analysis -> text paraphraser -> image search,node_mismatch; link_mismatch; arg_mismatch(2)
63680870,chain,✗,✗,5,video stabilizer -> video-to-audio -> voice changer -> audio effects -> video synchronization -> audio splicer,video stabilizer -> voice changer -> video-to-audio -> audio effects -> video synchronization,node_mismatch; link_mismatch; arg_mismatch(5)
11733669,chain,✗,✗,2,keyword extractor -> text summarizer -> text paraphraser -> video voiceover,keyword extractor -> text-to-video -> video voiceover,node_mismatch; link_mismatch; arg_mismatch(2)
88766584,single,✓,✓,1,text expander,text expander,arg_mismatch(1)
28445263,chain,✗,✗,2,video stabilizer -> video speed changer,video speed changer -> video stabilizer,node_mismatch; link_mismatch; arg_mismatch(2)
21878474,dag,✓,✓,1,text paraphraser -> text search -> video search,text paraphraser -> text search -> video search,arg_mismatch(1)
30675625,chain,✗,✗,4,text translator -> text simplifier -> text-to-image -> image style transfer,text simplifier -> text translator -> text paraphraser -> text-to-image -> image style transfer,node_mismatch; link_mismatch; arg_mismatch(4)
28253748,single,✓,✓,1,audio effects,audio effects,arg_mismatch(1)
20776578,chain,✗,✗,1,text expander -> text-to-audio,text expander -> text grammar checker -> text-to-audio,node_mismatch; link_mismatch; arg_mismatch(1)
20085350,chain,✗,✗,3,video-to-audio -> audio-to-text -> text search,video search -> video-to-text -> text search,node_mismatch; link_mismatch; arg_mismatch(3)
30347874,chain,✗,✗,3,image-to-text -> text sentiment analysis -> text-to-audio -> audio noise reduction,audio noise reduction -> image-to-text -> text sentiment analysis -> voice changer,node_mismatch; link_mismatch; arg_mismatch(3)
25460645,chain,✗,✗,4,video-to-image -> image colorizer -> image search (by image) -> image-to-video,video-to-image -> image style transfer -> image colorizer -> image search (by image) -> image-to-video,node_mismatch; link_mismatch; arg_mismatch(4)
32853675,single,✓,✓,1,url extractor,url extractor,arg_mismatch(1)
11055559,chain,✓,✓,1,url extractor -> text downloader -> text-to-video -> video synchronization -> video stabilizer,url extractor -> text downloader -> text-to-video -> video synchronization -> video stabilizer,arg_mismatch(1)
57040556,chain,✗,✗,4,text translator -> text expander -> video voiceover,article spinner -> text translator -> text paraphraser -> text expander -> video voiceover,node_mismatch; link_mismatch; arg_mismatch(4)
11257954,single,✗,✗,2,text-to-image -> image-to-video -> video voiceover,text-to-video,node_mismatch; link_mismatch; arg_mismatch(2)
27427530,chain,✗,✗,3,video stabilizer -> video synchronization -> video-to-audio -> audio noise reduction,video synchronization -> video stabilizer -> video-to-audio -> audio noise reduction,node_mismatch; link_mismatch; arg_mismatch(3)
19494525,chain,✗,✗,1,audio-to-image -> image style transfer -> image stitcher -> image style transfer -> image-to-video,audio downloader -> audio-to-image -> image stitcher -> image style transfer -> image-to-video,node_mismatch; link_mismatch; arg_mismatch(1)
29980335,single,✓,✓,1,video speed changer,video speed changer,arg_mismatch(1)
11108209,chain,✓,✓,1,text-to-image -> image search (by image),text-to-image -> image search (by image),arg_mismatch(1)
95488478,chain,✗,✗,2,image style transfer -> image-to-video,image style transfer -> image-to-video -> video stabilizer,node_mismatch; link_mismatch; arg_mismatch(2)
20656575,single,✓,✓,1,text grammar checker,text grammar checker,arg_mismatch(1)
43817865,chain,✓,✗,1,video voiceover -> video-to-text -> url extractor -> audio downloader -> video synchronization,video voiceover -> video-to-text -> url extractor -> audio downloader -> video synchronization,link_mismatch; arg_mismatch(1)
24293951,chain,✗,✗,4,video downloader -> video-to-image -> image stitcher -> video synchronization -> video voiceover,video downloader -> video synchronization -> video voiceover -> video-to-image -> image stitcher,node_mismatch; link_mismatch; arg_mismatch(4)
74694180,chain,✗,✗,5,video-to-audio -> audio-to-text -> keyword extractor -> text translator -> text summarizer -> text-to-image,video-to-text -> keyword extractor -> text translator -> text summarizer -> text-to-image,node_mismatch; link_mismatch; arg_mismatch(5)
17423799,single,✓,✓,1,text search,text search,arg_mismatch(1)
30394833,chain,✓,✓,2,image search (by image) -> image-to-video -> video speed changer -> video voiceover,image search (by image) -> image-to-video -> video speed changer -> video voiceover,arg_mismatch(2)
14869051,chain,✓,✗,1,article spinner -> text grammar checker -> text simplifier -> text translator -> topic generator -> keyword extractor,article spinner -> text grammar checker -> text simplifier -> text translator -> topic generator -> keyword extractor,link_mismatch; arg_mismatch(1)
13257713,chain,✗,✗,2,image search (by image) -> image style transfer,image downloader -> image style transfer -> image search (by image),node_mismatch; link_mismatch; arg_mismatch(2)
66335908,chain,✗,✗,4,video-to-audio -> video synchronization -> video voiceover -> video stabilizer,video downloader -> video stabilizer -> audio extractor -> audio synchronization -> voiceover addition,node_mismatch; link_mismatch; arg_mismatch(4)
98526527,chain,✗,✗,2,text grammar checker -> text expander -> text-to-video,text expander -> text grammar checker -> text-to-video,node_mismatch; link_mismatch; arg_mismatch(2)
23169671,chain,✓,✓,1,audio effects -> audio-to-text -> url extractor -> video downloader,audio effects -> audio-to-text -> url extractor -> video downloader,arg_mismatch(1)
26936217,chain,✗,✗,1,image-to-video -> video-to-image -> image stitcher -> image style transfer,image-to-video -> video-to-image -> image merger -> image style transfer,node_mismatch; link_mismatch; arg_mismatch(1)
65950926,chain,✗,✗,2,image stitcher,image downloader -> image stitcher,node_mismatch; link_mismatch; arg_mismatch(2)
40048331,chain,✗,✗,5,text sentiment analysis -> text paraphraser -> text translator -> topic generator -> article spinner -> keyword extractor,text sentiment analysis -> text paraphraser -> text translator -> idea generator -> text spinner -> keyword extractor,node_mismatch; link_mismatch; arg_mismatch(5)
11846448,single,✓,✓,1,image-to-video,image-to-video,arg_mismatch(1)
21020360,single,✗,✗,2,image search -> image downloader,image search,node_mismatch; link_mismatch; arg_mismatch(2)
28761899,single,✓,✓,1,url extractor,url extractor,arg_mismatch(1)
11597421,chain,✗,✗,1,text-to-video -> video voiceover -> video speed changer -> video stabilizer,text-to-video -> video synchronization -> video speed changer -> video stabilizer,node_mismatch; link_mismatch; arg_mismatch(1)
30615074,single,✓,✓,1,audio effects,audio effects,arg_mismatch(1)
21309901,chain,✓,✓,1,video downloader -> video synchronization -> video speed changer,video downloader -> video synchronization -> video speed changer,arg_mismatch(1)
41405933,single,✗,✗,2,image search -> image downloader,image search,node_mismatch; link_mismatch; arg_mismatch(2)
19881556,chain,✗,✗,3,text summarizer -> text-to-audio,text sentiment analysis -> text search -> text grammar checker -> text-to-audio,node_mismatch; link_mismatch; arg_mismatch(3)
28207605,single,✗,✗,2,text search -> url extractor,text search,node_mismatch; link_mismatch; arg_mismatch(2)
12967996,single,✓,✓,1,image style transfer,image style transfer,arg_mismatch(1)
30589444,chain,✗,✓,3,text-to-image -> image search (by image) -> text grammar checker,text grammar checker -> text-to-image -> image search (by image),node_mismatch; arg_mismatch(3)
31544467,single,✓,✓,1,text-to-video,text-to-video,arg_mismatch(1)
25120834,chain,✗,✗,2,image search (by image) -> image-to-text -> text translator -> text paraphraser,image content extractor -> text search -> text translator -> text paraphraser,node_mismatch; link_mismatch; arg_mismatch(2)
20527521,chain,✓,✓,1,video voiceover -> video speed changer -> video stabilizer,video voiceover -> video speed changer -> video stabilizer,arg_mismatch(1)
16417519,single,✓,✓,1,image search,image search,arg_mismatch(1)
15027855,chain,✗,✗,1,audio-to-text -> text search -> video stabilizer,audio-to-text -> online video search -> video stability enhancer,node_mismatch; link_mismatch; arg_mismatch(1)
20675220,single,✓,✓,1,text search,text search,arg_mismatch(1)
22239938,chain,✗,✗,3,text translator -> text search -> text summarizer,text translator -> topic generator -> article spinner -> text expander -> text paraphraser,node_mismatch; link_mismatch; arg_mismatch(3)
29475352,single,✗,✗,1,video-to-audio -> audio-to-text,video-to-text,node_mismatch; link_mismatch; arg_mismatch(1)
18024062,chain,✓,✓,1,text summarizer -> text simplifier -> text translator -> text paraphraser,text summarizer -> text simplifier -> text translator -> text paraphraser,arg_mismatch(1)
23417551,chain,✗,✗,0,audio noise reduction -> audio-to-image -> image stitcher -> image style transfer -> image search,audio noise reduction -> audio-to-image -> image stitcher -> image style transfer -> image search (by image),node_mismatch; link_mismatch
34004480,dag,✗,✗,6,image stitcher -> image colorizer -> image search (by image) -> image-to-text -> topic generator,image downloader -> image downloader -> image stitcher -> image colorizer -> image search (by image) -> image-to-text -> topic generator,node_mismatch; link_mismatch; arg_mismatch(6)
78173864,chain,✓,✓,2,audio-to-text -> audio effects -> audio splicer -> audio noise reduction,audio-to-text -> audio effects -> audio splicer -> audio noise reduction,arg_mismatch(2)
27178638,single,✗,✗,2,audio effects -> text-to-text,audio effects,node_mismatch; link_mismatch; arg_mismatch(2)
25221104,chain,✓,✓,1,text translator -> keyword extractor -> image search,text translator -> keyword extractor -> image search,arg_mismatch(1)
23312957,chain,✓,✗,1,text expander -> topic generator -> text grammar checker -> text summarizer,text expander -> topic generator -> text grammar checker -> text summarizer,link_mismatch; arg_mismatch(1)
20282747,chain,✗,✗,2,audio-to-text -> text sentiment analysis -> keyword extractor -> text expander -> image search,audio-to-text -> text sentiment analysis -> text search -> text expander -> image search,node_mismatch; link_mismatch; arg_mismatch(2)
11949239,chain,✗,✗,1,audio-to-image -> image-to-video -> audio-to-text,audio-to-image -> image-to-video -> video-to-text,node_mismatch; link_mismatch; arg_mismatch(1)
32169989,chain,✗,✗,0,audio-to-text -> text grammar checker -> keyword extractor -> text summarizer,audio-to-text -> text grammar checker -> topic generator -> text summarizer,node_mismatch; link_mismatch
14100027,single,✓,✓,1,image downloader,image downloader,arg_mismatch(1)
11883308,single,✗,✗,2,audio splicer -> audio splicer,audio splicer,node_mismatch; link_mismatch; arg_mismatch(2)
23923596,chain,✗,✗,4,video synchronization -> video-to-image -> image style transfer,audio-to-text -> video voiceover -> video-to-image -> image style transfer,node_mismatch; link_mismatch; arg_mismatch(4)
22954139,single,✓,✓,1,image stitcher,image stitcher,arg_mismatch(1)
28583397,chain,✗,✗,2,video synchronization -> video-to-audio -> audio-to-text -> text-to-audio,video synchronization -> video-to-text -> text-to-audio,node_mismatch; link_mismatch; arg_mismatch(2)
25942024,chain,✓,✓,1,voice changer -> video synchronization -> video-to-image,voice changer -> video synchronization -> video-to-image,arg_mismatch(1)
19273902,chain,✗,✗,2,article spinner -> text search -> text-to-image,keyword extractor -> article spinner -> text search -> image search,node_mismatch; link_mismatch; arg_mismatch(2)
33990771,single,✓,✓,1,text search,text search,arg_mismatch(1)
62377864,chain,✗,✗,1,audio-to-image -> image-to-text,audio-to-image -> image colorizer -> image-to-text,node_mismatch; link_mismatch; arg_mismatch(1)
52895655,chain,✓,✗,1,text summarizer -> topic generator -> text sentiment analysis -> text simplifier,text summarizer -> topic generator -> text sentiment analysis -> text simplifier,link_mismatch; arg_mismatch(1)
76614259,dag,✓,✓,1,video-to-audio -> audio-to-image -> voice changer,video-to-audio -> audio-to-image -> voice changer,arg_mismatch(1)
30468557,chain,✓,✓,1,url extractor -> audio downloader -> voice changer -> video synchronization,url extractor -> audio downloader -> voice changer -> video synchronization,arg_mismatch(1)
94489939,chain,✗,✗,2,text-to-image -> image style transfer,text expander -> url extractor -> image downloader -> image search (by image) -> image style transfer,node_mismatch; link_mismatch; arg_mismatch(2)
77676635,chain,✓,✗,1,text grammar checker -> text search -> text-to-image -> image-to-text,text grammar checker -> text search -> text-to-image -> image-to-text,link_mismatch; arg_mismatch(1)
30441740,single,✓,✓,1,text-to-image,text-to-image,arg_mismatch(1)
15921889,chain,✓,✓,2,video downloader -> video stabilizer -> video speed changer -> video synchronization -> video-to-audio -> audio-to-image -> image style transfer,video downloader -> video stabilizer -> video speed changer -> video synchronization -> video-to-audio -> audio-to-image -> image style transfer,arg_mismatch(2)
22842036,chain,✗,✗,3,video search -> video speed changer -> video-to-audio,text search -> video search -> video speed changer -> video-to-audio,node_mismatch; link_mismatch; arg_mismatch(3)
27411132,chain,✗,✗,4,video-to-audio -> audio-to-text -> text search -> video voiceover -> video-to-image,video-to-text -> video search -> video voiceover -> video-to-image,node_mismatch; link_mismatch; arg_mismatch(4)
17300480,chain,✗,✗,1,audio-to-image -> image stitcher -> image stitcher -> image-to-video,audio-to-image -> image stitcher -> image-to-video,node_mismatch; link_mismatch; arg_mismatch(1)
32413366,chain,✗,✗,0,text grammar checker -> text translator -> article spinner -> text-to-audio,text grammar checker -> text translator -> article spinner -> text to speech,node_mismatch; link_mismatch
12529087,single,✗,✗,1,video synchronization -> video downloader,video synchronization,node_mismatch; link_mismatch; arg_mismatch(1)
71260223,chain,✗,✗,1,text downloader -> text expander -> text-to-image,text downloader -> text summarizer -> text-to-image,node_mismatch; link_mismatch; arg_mismatch(1)
21174871,single,✓,✓,1,text grammar checker,text grammar checker,arg_mismatch(1)
62499574,chain,✓,✗,1,image search (by image) -> image-to-text -> keyword extractor -> text-to-image,image search (by image) -> image-to-text -> keyword extractor -> text-to-image,link_mismatch; arg_mismatch(1)
28942562,chain,✓,✓,1,text summarizer -> text translator -> text-to-video -> video-to-image -> image colorizer -> image style transfer,text summarizer -> text translator -> text-to-video -> video-to-image -> image colorizer -> image style transfer,arg_mismatch(1)
25310022,chain,✗,✗,2,image search -> image downloader,text search -> url extractor -> image downloader,node_mismatch; link_mismatch; arg_mismatch(2)
24164452,chain,✗,✗,6,video-to-audio -> audio-to-text -> text summarizer -> keyword extractor -> text search -> text grammar checker,video-to-audio -> audio-to-text -> article spinner -> text summarizer -> keyword extractor -> text search -> text grammar checker,node_mismatch; link_mismatch; arg_mismatch(6)
30592055,dag,✗,✗,3,video-to-audio -> audio-to-text -> text summarizer -> text simplifier,video-to-text -> text summarizer -> text simplifier,node_mismatch; link_mismatch; arg_mismatch(3)
90529042,single,✗,✗,2,text-to-video -> video review,text-to-video,node_mismatch; link_mismatch; arg_mismatch(2)
10188849,single,✓,✓,1,video voiceover,video voiceover,arg_mismatch(1)
96254859,chain,✓,✗,3,url extractor -> text downloader -> text sentiment analysis -> text search -> topic generator -> video speed changer,url extractor -> text downloader -> text sentiment analysis -> text search -> topic generator -> video speed changer,link_mismatch; arg_mismatch(3)
23209345,chain,✗,✗,2,video-to-image -> image style transfer,video-to-image -> image colorizer -> image style transfer,node_mismatch; link_mismatch; arg_mismatch(2)
15274789,chain,✗,✗,4,video-to-audio -> audio-to-text -> text grammar checker -> text expander -> text-to-audio,video-to-text -> text grammar checker -> text expander -> text-to-voice,node_mismatch; link_mismatch; arg_mismatch(4)
27049940,chain,✗,✗,6,video stabilizer -> video-to-audio -> audio-to-text -> topic generator -> audio effects -> video synchronization,audio effects -> topic generator -> video stabilizer -> video synchronization -> voiceover integration -> voice-to-text,node_mismatch; link_mismatch; arg_mismatch(6)
